"CTRY","YEAR","ID","lnpopterr","logGDPCAP","logUSMilitaryAid","logArea","Polity2","CINC","WECON","WOPOL","WOSOC","Muslim","PhysicalIntegrity","Alliances"
"Malta",1985,338,12.7484,8.108415,0,5.768321,NA,2.35e-05,NA,NA,NA,0,NA,0
"Malta",1986,338,12.7513,8.341537,0,5.768321,NA,2.33e-05,NA,NA,NA,0,NA,0
"Malta",1987,338,12.75419,8.533814,0,5.768321,NA,2.44e-05,NA,NA,NA,0,NA,0
"Malta",1988,338,12.75823,8.668101,0,5.768321,NA,2.45e-05,NA,NA,NA,0,NA,0
"Malta",1989,338,12.76797,8.706298,11.74985,5.768321,NA,3.16e-05,NA,NA,NA,0,NA,0
"Malta",1990,338,12.77762,8.880779,10.72893,5.768321,NA,3.1e-05,NA,NA,NA,0,NA,0
"Malta",1991,338,12.78745,8.947419,10.49739,5.768321,NA,3.25e-05,NA,NA,NA,0,NA,0
"Malta",1992,338,12.79746,9.031814,9.735601,5.768321,NA,3.44e-05,NA,NA,NA,0,NA,0
"Malta",1993,338,12.80683,8.913076,11.28453,5.768321,NA,3.37e-05,NA,NA,NA,0,NA,0
"Malta",1994,338,12.81584,9.005702,10.18305,5.768321,NA,3.5e-05,NA,NA,NA,0,NA,0
"Malta",1995,338,12.82396,9.181684,11.33211,5.768321,NA,3.57e-05,NA,NA,NA,0,NA,0
"Malta",1996,338,12.82933,9.195461,10.65441,5.768321,NA,3.63e-05,NA,NA,NA,0,NA,0
"Malta",1997,338,12.83468,9.178142,11.88011,5.768321,NA,3.59e-05,NA,NA,NA,0,NA,0
"Malta",1998,338,12.84,9.219427,11.73432,5.768321,NA,3.41e-05,NA,NA,NA,0,NA,0
"Malta",1999,338,12.84529,9.240037,13.22457,5.768321,NA,3.34e-05,NA,NA,NA,0,NA,0
"Malta",2000,338,12.8739,9.247351,13.50031,5.768321,NA,3.32e-05,NA,NA,NA,0,NA,0
"Malta",2001,338,12.88664,9.207114,15.21497,5.768321,NA,3.32e-05,1,1,3,0,8,0
"Malta",2002,338,12.88664,9.291898,12.83754,5.768321,NA,3.46e-05,NA,NA,NA,0,NA,0
"Malta",2003,338,12.88664,9.460678,15.70559,5.768321,NA,3.55e-05,2,2,3,0,8,0
"Malta",2004,338,12.88664,9.55139,0,5.768321,NA,3.66e-05,2,2,3,0,8,0
"Malta",2005,338,12.88664,9.604706,0,5.768321,NA,3.64e-05,2,2,NA,0,8,0
"Albania",1981,339,14.80876,NA,0,10.2183,-9,0.0005657,1,2,1,1,1,0
"Albania",1982,339,14.84513,NA,0,10.2183,-9,0.00056,1,2,1,1,2,0
"Albania",1983,339,14.84513,NA,0,10.2183,-9,0.0005513,1,2,1,1,2,0
"Albania",1984,339,14.88022,6.496051,0,10.2183,-9,0.0005141,1,2,1,1,1,0
"Albania",1985,339,14.91412,6.496646,0,10.2183,-9,0.0005169,1,2,1,1,NA,0
"Albania",1986,339,14.91412,6.57808,0,10.2183,-9,0.0005172,1,2,1,1,NA,0
"Albania",1987,339,14.94691,6.5502,0,10.2183,-9,0.0005148,1,2,1,1,NA,0
"Albania",1988,339,14.94691,6.517031,0,10.2183,-9,0.0004947,1,2,1,1,NA,0
"Albania",1989,339,14.97866,6.583976,0,10.2183,-9,0.0004922,1,2,1,1,NA,0
"Albania",1990,339,15.00943,6.46063,0,10.2183,1,0.000518,1,2,1,1,3,0
"Albania",1991,339,15.00943,5.854244,0,10.2183,1,0.0004464,1,1,NA,1,4,0
"Albania",1992,339,14.97866,5.38675,12.18974,10.2183,5,0.000608,1,2,1,1,6,0
"Albania",1993,339,14.97866,5.941558,12.46173,10.2183,5,0.0006378,1,2,1,1,6,0
"Albania",1994,339,14.97866,6.428211,15.77853,10.2183,5,0.0006427,1,2,NA,1,7,0
"Albania",1995,339,14.97866,6.634054,16.04956,10.2183,5,0.0005545,1,2,1,1,4,0
"Albania",1996,339,15.00943,6.953071,16.0488,10.2183,0,0.0005679,1,2,1,1,4,0
"Albania",1997,339,15.00943,6.619519,15.24295,10.2183,5,0.0005674,1,2,1,1,4,0
"Albania",1998,339,15.00943,6.763079,14.96976,10.2183,5,0.0003146,1,2,1,1,5,0
"Albania",1999,339,15.03929,7.001633,15.80116,10.2183,5,0.0003044,1,2,1,1,5,0
"Albania",2000,339,14.94691,7.069695,14.96188,10.2183,5,0.0005688,1,2,1,1,3,0
"Albania",2001,339,14.97866,7.190654,16.31826,10.2183,5,0.0003838,1,2,1,1,6,0
"Albania",2002,339,14.97866,7.281828,15.64059,10.2183,7,0.000386,1,2,1,1,6,0
"Albania",2003,339,14.97866,7.544693,16.2206,10.2183,7,0.000343,2,2,NA,1,5,0
"Albania",2004,339,14.97866,7.790112,17.01922,10.2183,7,0.0003407,1,2,2,1,6,0
"Albania",2005,339,14.97866,7.904387,16.40601,10.2183,9,0.000343,1,2,NA,1,7,0
"Montenegro",1981,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1982,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1983,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1984,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1985,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1986,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1987,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1988,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1989,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1990,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1991,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1992,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1993,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1994,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1995,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1996,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1997,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1998,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",1999,342,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",2000,342,NA,7.394519,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",2001,342,NA,7.554667,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",2002,342,NA,7.652707,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",2003,342,NA,7.933468,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",2004,342,NA,8.12569,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Montenegro",2005,342,NA,8.20918,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1981,343,14.45736,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1982,343,14.45736,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1983,343,14.45736,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1984,343,14.50866,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1985,343,14.50866,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1986,343,14.50866,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1987,343,14.50866,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1988,343,14.50866,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1989,343,14.50866,NA,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1990,343,14.45736,7.714294,0,10.14368,NA,NA,NA,NA,NA,0,NA,0
"Macedonia",1991,343,14.45736,7.76684,0,10.14368,6,NA,NA,NA,NA,0,NA,0
"Macedonia",1992,343,14.45736,7.066267,0,10.14368,6,NA,NA,NA,NA,0,NA,0
"Macedonia",1993,343,14.45736,7.168471,0,10.14368,6,0.0002652,1,1,1,0,7,0
"Macedonia",1994,343,14.45736,7.455021,0,10.14368,6,0.0002427,2,1,2,0,7,0
"Macedonia",1995,343,14.50866,7.730874,12.09999,10.14368,6,0.0002721,2,1,2,0,7,0
"Macedonia",1996,343,14.50866,7.722305,14.15996,10.14368,6,0.0002696,1,1,1,0,6,0
"Macedonia",1997,343,14.50866,7.547886,14.81998,10.14368,6,0.0002696,1,1,1,0,6,0
"Macedonia",1998,343,14.50866,7.495376,17.18937,10.14368,6,0.0002838,1,2,1,0,7,0
"Macedonia",1999,343,14.50866,7.516015,16.11749,10.14368,6,0.0002837,1,2,1,0,6,0
"Macedonia",2000,343,14.50866,7.536432,13.41297,10.14368,6,0.0003058,1,2,1,0,7,0
"Macedonia",2001,343,14.50866,7.514808,16.72468,10.14368,6,0.0003295,1,2,1,0,4,0
"Macedonia",2002,343,14.50866,7.591232,16.46337,10.14368,9,0.0002965,1,2,1,0,5,0
"Macedonia",2003,343,14.50866,7.796402,16.57166,10.14368,9,0.000308,1,2,1,0,6,0
"Macedonia",2004,343,14.50866,7.932998,16.18968,10.14368,9,0.0002871,1,2,2,0,6,0
"Macedonia",2005,343,14.50866,8.027345,15.75913,10.14368,9,0.0002761,1,2,NA,0,5,0
"Croatia",1981,344,15.34157,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1982,344,15.34157,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1983,344,15.36307,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1984,344,15.36307,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1985,344,15.36307,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1986,344,15.36307,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1987,344,15.36307,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1988,344,15.38413,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1989,344,15.38413,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1990,344,15.38413,NA,0,10.93239,NA,NA,NA,NA,NA,0,NA,0
"Croatia",1991,344,15.38413,NA,0,10.93239,-3,0.0012382,NA,NA,NA,0,NA,0
"Croatia",1992,344,15.38413,NA,0,10.93239,-3,0.0012819,2,1,2,0,2,0
"Croatia",1993,344,15.38413,NA,0,10.93239,-3,0.001108,2,2,2,0,2,0
"Croatia",1994,344,15.34157,NA,0,10.93239,-3,0.0011806,1,2,1,0,4,0
"Croatia",1995,344,15.36307,8.475316,11.92563,10.93239,-5,0.0010593,1,2,1,0,2,0
"Croatia",1996,344,15.31959,8.569559,12.6377,10.93239,-5,0.0010544,1,2,1,0,7,0
"Croatia",1997,344,15.34157,8.558417,13.2925,10.93239,-5,0.0010376,2,2,1,0,8,0
"Croatia",1998,344,15.31959,8.639469,13.34376,10.93239,-5,0.0009503,2,2,1,0,5,0
"Croatia",1999,344,15.31959,8.543927,13.2862,10.93239,1,0.000908,1,2,1,0,7,0
"Croatia",2000,344,15.29712,8.500988,15.60533,10.93239,8,0.0008996,1,2,1,0,6,0
"Croatia",2001,344,15.29712,8.565111,15.58343,10.93239,8,0.0008346,2,2,2,0,6,0
"Croatia",2002,344,15.29712,8.708427,15.77984,10.93239,8,0.0005728,2,2,2,0,7,0
"Croatia",2003,344,15.29712,8.962633,15.86394,10.93239,8,0.0005692,1,2,2,0,7,0
"Croatia",2004,344,15.29712,9.144814,0,10.93239,8,0.0005609,1,3,2,0,7,0
"Croatia",2005,344,15.29712,9.232516,0,10.93239,9,0.0005681,1,2,NA,0,7,0
"Bosnia Herzegovenia",1981,346,15.2265,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1982,346,15.2506,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1983,346,15.2506,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1984,346,15.27413,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1985,346,15.27413,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1986,346,15.29712,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1987,346,15.29712,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1988,346,15.29712,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1989,346,15.29712,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1990,346,15.31959,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1991,346,15.29712,NA,0,10.83958,NA,NA,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1992,346,15.2265,NA,0,10.83958,0,0.0008791,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1993,346,15.17649,NA,0,10.83958,0,0.000875,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1994,346,15.09644,5.751173,0,10.83958,0,0.0009287,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1995,346,15.03929,6.17621,12.70102,10.83958,NA,0.0010696,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1996,346,15.06827,6.594579,18.54806,10.83958,NA,0.0009412,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1997,346,15.12384,6.878889,16.74766,10.83958,NA,0.0005881,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1998,346,15.15051,6.994169,15.89509,10.83958,NA,0.0005411,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",1999,346,15.17649,7.121393,15.6516,10.83958,NA,0.0005355,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",2000,346,15.20181,7.280466,14.06962,10.83958,NA,0.0005036,NA,NA,NA,1,NA,0
"Bosnia Herzegovenia",2001,346,15.2265,7.321845,15.97934,10.83958,NA,0.0004479,2,2,2,1,6,0
"Bosnia Herzegovenia",2002,346,15.2265,7.465361,15.43709,10.83958,NA,0.0004209,2,2,2,1,6,0
"Bosnia Herzegovenia",2003,346,15.2265,7.692865,15.30991,10.83958,NA,0.0003957,2,2,2,1,6,0
"Bosnia Herzegovenia",2004,346,15.2265,7.870835,16.97968,10.83958,NA,0.0004246,1,2,NA,1,7,0
"Bosnia Herzegovenia",2005,346,15.2265,7.982165,16.22865,10.83958,NA,0.0004768,1,2,NA,1,7,0
"Yugoslavia, Federal Republic of",1981,347,16.10805,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1982,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1983,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1984,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1985,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1986,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1987,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1988,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1989,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1990,347,16.21341,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1991,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1992,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1993,347,16.1181,NA,0,NA,-5,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1994,347,16.21341,NA,0,NA,-7,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1995,347,16.21341,7.694674,0,NA,-7,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1996,347,16.21341,7.919344,0,NA,-7,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1997,347,16.21341,8.064269,0,NA,-7,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1998,347,16.21341,7.789897,0,NA,-6,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",1999,347,16.21341,7.800339,0,NA,-6,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",2000,347,16.21341,6.76865,0,NA,-6,NA,1,2,NA,0,1,0
"Yugoslavia, Federal Republic of",2001,347,16.21341,7.399322,0,NA,7,NA,1,2,1,0,5,0
"Yugoslavia, Federal Republic of",2002,347,16.21341,7.672713,0,NA,7,NA,1,2,1,0,6,0
"Yugoslavia, Federal Republic of",2003,347,16.21341,7.948912,0,NA,7,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",2004,347,16.21341,8.111096,0,NA,6,NA,NA,NA,NA,0,NA,0
"Yugoslavia, Federal Republic of",2005,347,16.21341,8.168524,0,NA,6,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1981,348,NA,NA,10.94352,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1982,348,NA,NA,12.68209,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1983,348,NA,NA,12.17942,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1984,348,NA,NA,11.77005,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1985,348,NA,NA,12.15292,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1986,348,NA,NA,11.51418,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1987,348,NA,NA,11.37434,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1988,348,NA,NA,11.67612,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1989,348,NA,NA,11.01589,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1990,348,NA,NA,10.65483,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1991,348,NA,NA,11.80455,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",1992,348,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,0
"Serbia and Montenegro",1993,348,NA,NA,0,NA,NA,NA,1,1,1,0,1,0
"Serbia and Montenegro",1994,348,NA,NA,0,NA,NA,NA,1,1,NA,0,4,0
"Serbia and Montenegro",1995,348,NA,NA,0,NA,NA,NA,1,1,NA,0,1,0
"Serbia and Montenegro",1996,348,NA,NA,17.08143,NA,NA,NA,1,1,1,0,4,0
"Serbia and Montenegro",1997,348,NA,NA,16.76814,NA,NA,NA,1,1,2,0,2,0
"Serbia and Montenegro",1998,348,NA,NA,17.50367,NA,NA,NA,1,2,1,0,0,0
"Serbia and Montenegro",1999,348,NA,NA,17.75751,NA,NA,NA,1,2,1,0,0,0
"Serbia and Montenegro",2000,348,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",2001,348,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",2002,348,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0
"Serbia and Montenegro",2003,348,NA,NA,0,NA,NA,NA,2,2,1,0,3,0
"Serbia and Montenegro",2004,348,NA,NA,0,NA,NA,NA,1,2,1,0,5,0
"Serbia and Montenegro",2005,348,NA,NA,0,NA,NA,NA,1,2,NA,0,5,0
"Slovenia",1981,349,14.45736,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1982,349,14.45736,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1983,349,14.45736,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1984,349,14.45736,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1985,349,14.50866,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1986,349,14.50866,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1987,349,14.50866,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1988,349,14.50866,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1989,349,14.50866,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1990,349,14.50866,NA,0,9.910463,NA,NA,NA,NA,NA,0,NA,0
"Slovenia",1991,349,14.50866,NA,0,9.910463,10,NA,NA,NA,NA,0,NA,0
"Slovenia",1992,349,14.50866,NA,0,9.910463,10,0.0004346,2,2,2,0,8,0
"Slovenia",1993,349,14.50866,NA,11.72096,9.910463,10,0.0003905,2,2,2,0,8,0
"Slovenia",1994,349,14.50866,NA,12.02005,9.910463,10,0.0004354,2,2,2,0,8,0
"Slovenia",1995,349,14.50866,9.277126,12.28231,9.910463,10,0.0003694,2,2,3,0,8,0
"Slovenia",1996,349,14.50866,9.287434,13.73478,9.910463,10,0.0003354,2,2,2,0,8,0
"Slovenia",1997,349,14.50866,9.25416,14.47994,9.910463,10,0.0003665,2,2,2,0,8,0
"Slovenia",1998,349,14.50866,9.320564,15.27989,9.910463,10,0.0003728,2,2,2,0,8,0
"Slovenia",1999,349,14.50866,9.345046,15.24224,9.910463,10,0.000361,2,2,2,0,8,0
"Slovenia",2000,349,14.50866,9.232859,15.04555,9.910463,10,0.0003505,2,2,2,0,7,0
"Slovenia",2001,349,14.50866,9.257157,15.89217,9.910463,10,0.0003303,2,2,2,0,8,0
"Slovenia",2002,349,14.50866,9.377049,15.63255,9.910463,10,0.0003367,2,2,2,0,8,0
"Slovenia",2003,349,14.50866,9.607805,15.63575,9.910463,10,0.0003219,2,2,3,0,7,0
"Slovenia",2004,349,14.50866,9.756199,15.08788,9.910463,10,0.000329,2,2,3,0,7,0
"Slovenia",2005,349,14.50866,9.807482,14.87437,9.910463,10,0.0003293,2,2,NA,0,7,0
"Greece",1981,350,16.08764,8.590493,19.81701,11.76679,8,0.0032167,1,1,2,0,7,1
"Greece",1982,350,16.09789,8.626807,20.21033,11.76679,8,0.0031689,2,1,2,0,6,1
"Greece",1983,350,16.09789,8.521161,20.1622,11.76679,8,0.0030123,2,1,2,0,4,1
"Greece",1984,350,16.10805,8.487263,20.70568,11.76679,8,0.0032018,1,1,2,0,5,1
"Greece",1985,350,16.10805,8.479223,20.67286,11.76679,8,0.003222,2,1,2,0,5,1
"Greece",1986,350,16.1181,8.640561,20.50109,11.76679,10,0.0032467,2,1,2,0,5,1
"Greece",1987,350,16.1181,8.78949,20.25206,11.76679,10,0.0032181,1,1,2,0,6,1
"Greece",1988,350,16.1181,8.935644,20.22007,11.76679,10,0.0031845,2,1,2,0,5,1
"Greece",1989,350,16.1181,8.967846,20.1106,11.76679,10,0.0034182,2,2,2,0,5,1
"Greece",1990,350,16.1181,9.169538,20.1598,11.76679,10,0.003441,2,2,2,0,6,1
"Greece",1991,350,16.1181,9.229002,20.1292,11.76679,10,0.0036284,2,2,2,0,8,1
"Greece",1992,350,16.1181,9.321565,20.10424,11.76679,10,0.0038832,2,2,2,0,7,1
"Greece",1993,350,16.1181,9.249752,20.02777,11.76679,10,0.0037882,2,2,2,0,5,1
"Greece",1994,350,16.1181,9.313915,19.87139,11.76679,10,0.0035812,2,2,2,0,5,1
"Greece",1995,350,16.1181,9.469571,19.70486,11.76679,10,0.0040057,2,2,2,0,6,1
"Greece",1996,350,16.1181,9.528729,19.72984,11.76679,10,0.0041532,2,2,2,0,6,1
"Greece",1997,350,16.1181,9.505085,18.98135,11.76679,10,0.0041037,2,2,2,0,6,1
"Greece",1998,350,16.21341,9.508379,14.85044,11.76679,10,0.0042963,2,2,2,0,8,1
"Greece",1999,350,16.21341,9.491389,17.91657,11.76679,10,0.0040618,2,2,2,0,7,1
"Greece",2000,350,16.21341,9.399007,16.9144,11.76679,10,0.0038542,2,2,2,0,7,1
"Greece",2001,350,16.21341,9.436534,15.72608,11.76679,10,0.0039174,2,2,2,0,6,1
"Greece",2002,350,16.21341,9.554661,13.72843,11.76679,10,0.0039179,2,2,2,0,7,1
"Greece",2003,350,16.21341,9.824313,16.06195,11.76679,10,0.0037814,2,2,NA,0,5,1
"Greece",2004,350,16.21341,9.996755,13.44929,11.76679,10,0.003816,1,2,NA,0,6,1
"Greece",2005,350,16.21341,10.02357,14.00968,11.76679,10,0.0039035,2,2,NA,0,6,1
"Cyprus",1981,352,13.33424,8.302325,0,9.131297,10,0.0001869,1,1,2,0,7,0
"Cyprus",1982,352,13.34551,8.324284,0,9.131297,10,0.0002027,2,1,2,0,8,0
"Cyprus",1983,352,13.35664,8.316557,0,9.131297,10,0.0001619,2,1,2,0,8,0
"Cyprus",1984,352,13.36922,8.35673,0,9.131297,10,0.0001581,1,1,1,0,6,0
"Cyprus",1985,352,13.38165,8.409226,0,9.131297,10,0.0001617,1,1,2,0,8,0
"Cyprus",1986,352,13.39086,8.638105,0,9.131297,10,0.0001721,2,1,1,0,8,0
"Cyprus",1987,352,13.39999,8.808455,0,9.131297,10,0.0001725,2,1,1,0,7,0
"Cyprus",1988,352,13.40754,8.94189,0,9.131297,10,0.0001712,2,1,1,0,8,0
"Cyprus",1989,352,13.41652,8.992049,0,9.131297,10,0.0001893,2,1,1,0,8,0
"Cyprus",1990,352,13.43132,9.17384,0,9.131297,10,0.0001908,1,1,1,0,7,0
"Cyprus",1991,352,13.45023,9.179479,0,9.131297,10,0.0001944,2,2,1,0,5,0
"Cyprus",1992,352,13.46879,9.333449,0,9.131297,10,0.0002448,2,2,1,0,7,0
"Cyprus",1993,352,13.48423,9.261617,0,9.131297,10,0.0002536,1,2,1,0,6,0
"Cyprus",1994,352,13.49531,9.360285,0,9.131297,10,0.000249,1,2,1,0,6,0
"Cyprus",1995,352,13.5049,9.631242,0,9.131297,10,0.0002167,1,2,1,0,5,0
"Cyprus",1996,352,13.51441,9.622795,0,9.131297,10,0.0002384,1,2,1,0,7,0
"Cyprus",1997,352,13.52347,9.558863,0,9.131297,10,0.0002482,1,2,1,0,7,0
"Cyprus",1998,352,13.53315,9.618196,0,9.131297,10,0.0002666,2,2,2,0,7,0
"Cyprus",1999,352,13.54169,9.629627,0,9.131297,10,0.0002489,2,2,2,0,7,0
"Cyprus",2000,352,13.53712,9.568529,0,9.131297,10,0.0002174,2,2,2,0,7,0
"Cyprus",2001,352,13.54193,9.59718,0,9.131297,10,0.0002078,2,2,2,0,7,0
"Cyprus",2002,352,13.54193,9.679611,0,9.131297,10,0.0001909,2,2,2,0,7,0
"Cyprus",2003,352,13.54193,9.908978,0,9.131297,10,0.0001904,1,2,3,0,7,0
"Cyprus",2004,352,13.54193,10.06809,0,9.131297,10,0.000172,2,2,3,0,7,0
"Cyprus",2005,352,13.54193,10.1161,0,9.131297,10,0.0001782,2,2,NA,0,7,0
